StateRegionPCode,StateRegion,StateRegionMM,DistrictPCode,District,DistrictMM,TownshipPCode,Township,TownshipMM,VillageTractTownPCode,VillageTractTown,VillageTractTownMM,TotalVillageWards
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001001,Alam,အာလမ်,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001002,Nawng Nang,နောင်နန်း,9
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001003,Pa La Na Sa Khan Myar,ပလနစခန်းများ,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001004,Nam Kyin,နန့်ကျင်,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001005,Nam Kwayt,နန်းကွေ့,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001006,Pam Ma Tee,ပမ္မတီး,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001007,Maw Hpawng,မော်ဖေါင်း,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001008,Sha Daung,ရှဒေါင်,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001009,Loi Hkaw,လွယ်ခေါ,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001010,Tang Hpe,တန်ဖဲ,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001011,In Jit Yang,အင်ဂျစ်ယန်,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001012,Ti Yang Zug,တီယန်ဇွပ်,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001013,Ta Law Gyi,တာလောကြီး,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001014,Hkawng Hpu Ywar Thit,ခေါင်ဖူးရွာသစ်,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001015,Hkawng Hpu Ywar Haung,ခေါင်ဖူးရွာဟောင်း,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001016,Ho Kat,ဟိုကပ်,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001017,San Kin,စံကင်း,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001018,Ah Kye,အကြဲ,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001019,Myin Thar,မြင်သာ,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001020,Yae Nar Pin Lon,ရေနားပင်လုံ,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001021,Pin Taw,ပင်တော်,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001022,Taw Pin Long,တောပင်လုံ,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001023,Man Kin,မံကင်း,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001024,Wea Gyi,ဝဲကြီး,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001025,Nawng Pwe,နောင်ပွဲ,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001026,Nei Char,နယ်ခြား,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001027,Man Hpwar,မံဖွား,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001028,Nyaung Pin Thar,ညောင်ပင်သာ,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001029,Waing Long,ဝိုင်းလုံ,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001030,Tar Hoe Nar,တာဟိုးနား,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001701,Myitkyina Town,မြစ်ကြီးနား,28
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,မြစ်ကြီးနား,MMR001001702,Sinbo Town,ဆင်ဘို,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002001,Mading,မဒိန်,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002002,Moke Lwe,မုတ်လွဲ,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002003,Hkat Shu,ခတ်ချို,10
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002004,Aung Myay (1),အောင်မြေ(၁),1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002005,Aung Myay (2),အောင်မြေ(၂),1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002006,Mong Nar,မိုင်းနား,10
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002007,Nawng Ta Law,နောင်တာလော,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002008,Nawng Hee,နောင်ဟီး,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002009,Ma Hkan Tee,မခန္တီး,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002010,Zee Kyun,ဇီးကျွန်း,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002011,Wu Yang,ဝူယန်,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002012,Shwe Nyaung Pin,ရွှေညောင်ပင်,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002013,Nawng Si Paw,နောင်စီပေါ,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002014,Nawng Ching,နောင်ချိန်း,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002015,Nam War,နန့်ဝါ,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002016,War Shawng,ဝါးရှောင်,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002017,Ding Jang Yang,ဒိန်ဂျန်ယန်,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002018,Sha Ngaw,ရှငေါ်,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002019,Ma Ga Ran Yang,မဂရန်ယန်,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002020,Hpan Dawng,ဖန်ဒေါင်,8
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002021,Kan Taw Yang,ကန်တော်ယန်,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002022,Ka Tsu,ကဇူး,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002023,Gar Ra Yang,ဂါးရာယန်,1
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002024,Nam Sang Yang,နမ့်ဆန်ယန်,12
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002025,Da Bat Yang,ဒဘတ်ယန်,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002026,Hseng Law,ဆိုင်လော်,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002027,Man Wein,မန်ဝိန်း,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002028,San Kar,စန်းကား,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002029,San Pai,စန်ပိုင်,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002030,Hpon Tang Kawng,ဖုန်တန်ကောင်,11
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002031,Sa Hpar,ဆဖား,10
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002032,Hpawt Dawt,ဖော့ဒေါ့,37
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002033,Sa Nar,ဆနာ,22
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002034,La Hpai,လဖိုင်,8
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002035,Waw Chont,ဝေါ့ချုံ့,29
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002036,Hpon Kraw,ဖုန်ကရော်,20
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002037,Lu Htaung,လုထောင်,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002038,Lawt Pun,လော့ပွန်,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002039,Zahkung,ဇခုန်,12
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002040,Saga Par,ဆဂါပါ,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002701,Waingmaw Town,ဝိုင်းမော်,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002702,Sadung Town,ဆဒုံး,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001002,Waingmaw,ဝိုင်းမော်,MMR001002703,Kan Paik Ti Town,ကန်ပိုက်တီ,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003001,In Jun Gar,အင်ဂျွန်ဂါး,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003002,Shagri Bum,ရှဂရီဘွမ်,14
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003003,Mai Rawn,မိုင်ရွန်း,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003004,Ma Htum,မထွမ်,8
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003005,Sam Hpum Gar,ဆမ်ဖွမ်ဂါး,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003006,In Dung Yang,အင်ဒုံးယန်,16
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003007,Hpon Gan,ဖုန်ဂန်,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003008,Sut Mar Tu,ဆွပ်မာတူ,9
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003009,Sa Law Ding Sar,ဆလော်ဒိန်ဆာ,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003010,Sha Dan Lawt Hkum,ရှဒန်လော့ခွမ်,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003011,In Man Hka Jang,အင်မန်ခဂျန်,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003012,In Hpyin Gar,အင်ဖျင်ဂါး,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003013,Mai Taung,မိုင်တောင်,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003014,Sha Ga Ri Ka Htaung,ရှဂရီကထောင်,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003015,Shin Kun (Kying Htaung Ga),ရှင်ကွန် (ကျိန်ထောင်ဂါး),4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003016,Tsum Dwar Gar,ဆွမ်ဒွါဂါး,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003017,Pin Laung,ပင်လောင်,9
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003018,In Htauk Gar,အင်ထောက်ဂါး,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003019,Ka Yawng Htein Rawt,ကရောင်ထိန်ရော့,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003020,Sha Dan Pong War,ရှဒန်ပုန်ဝါ,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003021,In Trein Hka Yam,အင်တျိန်ခရမ်,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003022,Hkan Dauk Yang,ခန်ဒေါက်ယန်,7
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003023,Jing Mar Yang,ဂျိန်မာယန်,7
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003024,In Waing Kawng,အင်ဝိုင်းကောင်,2
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003025,Myit Son,မြစ်ဆုံ,10
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003026,In Pauk Chet,အင်ပေါက်ချက်,8
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003027,In Hku Gar,အင်ခူဂါး,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003028,In Ji Au Mar,အင်ဂျီအူးမား,11
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003029,Ka Kyee Htu La Nang,ဂကျီးထုလနန်,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003030,La Gan In Bauk Htu,လဂန်အင်ဘောက်တူ,7
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003031,Tsum Hpawng,ဆွမ်ဖောင်း,11
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003032,Au Ga Au Si,အူဂါအူဆီ,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003033,In Gawt Au Mar,အင်ဂေါ့အူမား,11
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003034,Shadan Ding Sa,ရှင်ဒန်ဒိန်ဆာ,7
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003035,In Pawm Bum,အင်ပေါမ်ဘွမ်း,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003036,La Zee Gum Yang Lar,လဇီးဂွမ်ရန်လာ,7
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003037,La Wa Yang,လဝါ့ယန်,10
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003038,Ka Kyee Htu,ကကျီးထူ,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003039,Sa Law Ding Ngut,ဆလော်ဒိန်ငွတ်,7
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003040,Ma Kyang Ding Sa,မကျန်ဒိန်ဆာ,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003041,Ka Ring Gar,ကရိန်ဂါး,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003042,Hkum Bwe Au Mar,ခွမ်ဘွဲအူမား,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003043,Ma Dan Tu,မဒန်တူ,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003044,In Law Au Mar,အင်လောအူမား,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003045,Wa Li Chet,ဝါလီချက်,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003046,Nawt Hkum Gar,နော့ခွမ်ဂါး,10
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003047,In Shang Hkoe Gar,အင်ရှန်ခိုးဂါး,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003048,Kying Ma Gar,ကျိန်မာဂါး,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003049,Ma Wun Au Mar,မဝန်အူမား,7
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003050,Sha Re Au Mar,ရှရဲအူမား,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003051,In Hku,အင်ခူး,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003052,Adan Gar,အဒန်ဂါး,7
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003053,Gum Lang,ဂွမ်လန်,3
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003054,Hpum Yawng Ding Sa,ဖွမ်ယောင်ဒိန်ဆာ,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003055,Ka Htang Tu,ကထန်တူ,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003056,In Gum La,အင်ဂွမ်းလ,7
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003057,In Bang Bum,အင်ဘန်ဘွမ်း,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003058,Ma Htaw Au Mar,မထော်အူမား,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003059,Naw Lang,နော်လန်,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003060,Ka Dawt Zum Hpaw,ကဒေါ့ဇွမ်ဖော်,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003061,In Kwei,အင်ကွယ်,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003062,In Byine Gar,အင်ဗျိုင်ဂါး,5
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003063,In Sar Hkram,အင်ဆာခရန်,6
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001003,Injangyang,အင်ဂျန်းယန်,MMR001003701,Injangyang Town,အင်ဂျန်းယန်,4
MMR001,Kachin,ကချင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001004,Tanai,တနိုင်း,MMR001004001,Ting Kauk,တိန်ကောက်,1
