StateRegionPCode,StateRegion,StateRegionMM,DistrictPCode,District,DistrictMM,TownshipPCode,Township,TownshipMM,VillageTractTownPCode,VillageTractTown,VillageTractTownMM,TotalVillageWards
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009002,Nam Ma Hpyit,နမ့်မဖြစ်,11
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009003,Seik Mu,ဆိပ်မူ,27
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009004,Hawng Par,ဟောင်ပါး,17
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009005,Dun Bone Hka,ဒွန်ဘုန်းခ,3
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009006,La War,လဝါး,6
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009007,Dun Bang,ဒွန်ဘန်,4
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009008,Nawng Myi,နောင်းမြီ,2
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009009,Wa Ra Zut,ဝရာဇွပ်,9
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009010,Gaw Ri,ဂေါ်ရီ,3
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009011,Kawng Ra,ကောင်ရာ,1
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009012,Nam Si In,နန့်စီအင်,2
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009013,Ka Htan Yang,ကထန်ယန်,2
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009014,Nam Ya,နန့်ယား,1
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009015,Kat Hmaw Sut,ကပ်မှော်စွပ်,6
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009701,Hpakant Town,ဖားကန့်,5
MMR001,Kachin,ကချင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001009,Hpakant,ဖားကန့်,MMR001009702,Kamaing Town,ကာမိုင်း,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010001,Kywe Gyo Kan Ba Ni,ကျွဲဂျိုကမ္ဘဏိ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010002,Chaung Wa,ချောင်းဝ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010003,Nawng Laik,နောင်လိုက်,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010004,Man Hkun,မံခွန်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010005,Wet Kone,ဝက်ကုန်း,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010006,Kho Kyin,ခိုကျင်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010007,Man Hpar,မံဖာ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010008,Si In,စီအင်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010009,Moe Hping,မိုးဖိန်း,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010010,Tar Mong Long,တာမိုင်းလုံ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010011,He Long Thit,ဟဲလုံသစ်,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010012,He Long Haung,ဟဲလုံဟောင်း,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010013,Hseng Kin,ဆိုင်ကင်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010014,Ma Lu Lar,မလူလာ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010015,Nam Hlaing,နန့်လှိုင်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010016,Hku Li,ခူးလီ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010017,Ma Au Pin,မအူပင်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010018,Man Yay,မံရေး,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010022,Hsint Kin,စင့်ကင်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010023,Thing Len,သိန်လင်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010024,Han Te,ဟန်းတဲ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010025,Kone Ma Hat,ကုန်းမဟတ်,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010026,Si He,စီဟဲ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010027,Kan Ba Ni,ကမ္ဘနီ,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010028,Nyaung Pin Thar,ညောင်ပင်သာ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010029,Sar Wa Tee,စာဝတီး,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010030,Man Yut,မံရွတ်,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010031,Man Ma Lin,မံမလင်း,7
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010032,Kone Hkar,ကုန်းခါး,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010033,Man Pin,မံပင်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010034,Kyun Gyi,ကျွန်းကြီး,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010035,Mong Kar,မိုင်းကာ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010036,Tha Hpan Pin,သဖန်းပင်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010037,Hnget Pyaw Taw,ငှက်ပျောတော,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010038,Mya Zay Di,မြစေတီ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010039,Par Pawng,ပါပေါင်း,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010040,Kawng Hsint,ကောင်းစင့်,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010041,Yae Ni,ရေနီ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010042,Kan Thar,ကံသာ,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010043,Let Pan Tan,လက်ပန်တန်း,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010044,Tein Thaw,တိန်းသော်,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010045,Hsin Hkan,စင်းခန်း,6
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010046,Kawng Ton,ကောင်းတုံ,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010047,Nawng Mo,နောင်မို,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010048,Aung Thar,အောင်သာ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,ဗန်းမော်,MMR001010701,Bhamo Town,ဗန်းမော်,16
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011001,Nawng Mo,နောင်မို,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011002,Thin Baw Inn,သင်္ဘောအင်း,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011003,Moe Sit,မိုးစစ်,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011004,Yae Le,ရေလဲ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011005,Sin Tat,ဆင်တပ်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011006,Hsin Hpoke,စင်းဖုတ်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011007,Nga Bat Gyi,ငါးဘတ်ကြီး,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011008,Pan Tin,ပန်းတင်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011009,Si Thaung,စီသောင်,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011010,Man Wein,မံဝိန်း,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011011,Si Thar,စီသာ,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011012,Si Maw,စီမော်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011013,Si Mu Gyi,စီမူကြီး,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011014,Nawng Let Gyi,နောင်လက်ကြီး,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011015,Taw Pone,တောပုန်း,7
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011016,Bo Kone,ဘိုကုန်း,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011017,Shwe Bon Thar,ရွှေဘုံသာ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011018,Ting Hun,တိန်းဟွန်း,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011019,Tha Yet Kone,သရက်ကုန်း,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011020,Seik Thar,ဆိပ်သာ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011021,Tha Pyay Hla,သပြေလှ,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011022,Ma Ni Aw Ga,မနီအောဂ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011023,Kyauk Gyi,ကျောက်ကြီး,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011024,Myo Kone,မြို့ကုန်း,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011025,Si Thaw,စီသော်,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011026,Nam Hku,နမ့်ခူး,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011027,La Hpai Ka Htaung,လဖိုင်ကထောင်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011028,Hpa Lat Loi Baw,ဖလပ်လွယ်ဘော်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011029,Da Shee Loi Baw,ဒါ့ရှီလွယ်ဘော်,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011030,Kin La Kawng,ကင်လားကောင်,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011031,Hpa Wut,ဖာ့ဝတ်,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011032,Ah Mat Gyi Kone,အမတ်ကြီးကုန်း,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011033,Min Kyaung Kone,မင်းကျောင်းကုန်း,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011034,Pang Hkun Yang,ပန်ခွန်ယန်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011035,Hka Hpauk,ခါ့ဖောက်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011036,Hka Ba Yawng,ခါ့ဘရောင်,1
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011037,Shwe Chaung Thar,ရွှေချောင်းသာ,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011701,Shwegu Town,ရွှေကူ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001011,Shwegu,ရွှေကူ,MMR001011702,Myo Hla Town,မြို့လှ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012001,Man Pong,မံပုံ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012002,Kyauk Sa Khan,ကျောက်စခန်း,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012003,Ja Ri Da Gaw,ကျရီဒဂေါ်,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012004,Kun Bang,ကွမ်ဘန်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012005,Ja Hkan Dat,ကျခန်းဒပ်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012006,Gwei Ka Htaung,ဂွယ်ကထောင်,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012007,Hpa Kawm,ဖကောန်,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012008,Prang Hu Dong,ပရန်ဟူဒုံး,7
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012009,Ma Ru War Htang,မရူဝါထန်,6
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012010,Myo Thit,မြို့သစ်,8
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012011,Min Jang,မင်းဂျမ်း,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012012,Si Kaw,စီကော်,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012013,Khon Sint,ခုံဆင့်,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012014,Man Nawng,မန်နောင်,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012015,Hnin Ei,နှင်းအီ,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012016,Pang Choe Hai,ပန်ချိုးဟိုင်,2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012017,Ma Khwei,မခွယ်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012018,Nawng Kun (Nawng Kawn),နောင်ကွမ် (နောင်ကောန်),2
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012019,Nawng Kon,နောင်းကုန်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012020,Mong Hkat,မိုင်းခတ်,8
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012021,Tar Li,တာလီ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012022,Nwan Lang,နွမ်းလန်း,7
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012023,Zee Wone Gawt,ဇီးဝုန်းဂေါ့,6
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012024,Sein Long,စိန်လုံ,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012025,Pang Mu,ပန်မူ,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012026,Kon Pyi,ကုန်ပြီ,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012027,Sein Long Kaji,စိန်လုံကဂျီ,10
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012028,Ka Le Chet,ကလဲချက်,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012029,Man Maw Kawng,မံမော်ကောင်,9
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012030,Ba Lawng Kawng,ဘလောင်ကောင်,9
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012031,Bum Ka Htaung,ဘွမ်ကထောင်,8
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012032,Kun Shee (Pun Shee),ကွမ်းရှီး (ပွမ်းရှီး),12
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012033,Kawng Hsa,ကောင်းဆာ,8
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012034,Prang Ngawn,ပရန်ငေါန်,6
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012035,Bum Tawm,ဘွမ်တောန်,7
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012036,Lawt Hkum,လော့ခွမ်,12
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012037,Hka Rein Mu Dan,ခရိန်းမူးဒန်,7
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012038,Pang Hkat,ပန်ခတ်,7
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012039,Wein Hkam,ဝိန်းခမ်း,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012040,Ma Kyang,မကျန်,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012041,Ding Ga Yang,ဒိန်ဂါယန်,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012042,In Baw Mong Kyin,အင်ဘောမိုင်းကျင်း,11
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012043,Au Htan Yang,အူထန်ယန်,6
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012044,Tein Hpa Yar,တိန်ဘုရား,12
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012045,Thein Long,သိန်လုံ,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012046,Hpar Kei,ဖာကယ်,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012047,Tar Sai,တာဆိုင်,8
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012048,Nar Long,နားလုံ,8
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012049,Man Thea,မံသဲ,4
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012050,Ton Huong Yang,တုန်ဟုန်းယန်,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012051,Man Maw,မံမော်,6
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012052,Man Ping (Ping),မံပိန် (ပိန်),8
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012053,Lai Lum Li Saw,လိုင်လွမ်လီဆော,5
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012701,Momauk Town,မိုးမောက်,3
MMR001,Kachin,ကချင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001012,Momauk,မိုးမောက်,MMR001012702,Lwegel Town,လွယ်ဂျယ်,7
