StateRegionPCode,StateRegion,StateRegionMM,DistrictPCode,District,DistrictMM,TownshipPCode,Township,TownshipMM,TotalVillageTractTowns,TotalVillageWards
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D002,Muse,မူဆယ်,MMR015010,Namhkan,နမ့်ခမ်း,45,223
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D002,Muse,မူဆယ်,MMR015011,Kutkai,ကွတ်ခိုင်,75,758
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D003,Kyaukme,ကျောက်မဲ,MMR015012,Kyaukme,ကျောက်မဲ,75,446
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D003,Kyaukme,ကျောက်မဲ,MMR015013,Nawnghkio,နောင်ချို,36,279
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D003,Kyaukme,ကျောက်မဲ,MMR015014,Hsipaw,သီပေါ,68,631
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D003,Kyaukme,ကျောက်မဲ,MMR015015,Namtu,နမ္မတူ,25,212
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D006,Hopang,ဟိုပန်,MMR015007,Pangwaun,ပန်ဝိုင်,19,93
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D006,Hopang,ဟိုပန်,MMR015008,Mongmao,မိုင်းမော,40,268
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D006,Hopang,ဟိုပန်,MMR015021,Hopang,ဟိုပန်,57,335
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D007,Matman,မက်မန်း,MMR015005,Pangsang (Panghkam),ပန်ဆန်း (ပန်ခမ်း),87,478
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D007,Matman,မက်မန်း,MMR015006,Narphan,နားဖန်း,34,182
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D007,Matman,မက်မန်း,MMR015024,Matman,မက်မန်း,29,191
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D008,Mongmit,မိုးမိတ်,MMR015017,Mongmit,မိုးမိတ်,29,150
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D008,Mongmit,မိုးမိတ်,MMR015018,Mabein,မဘိမ်း,21,73
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D221,Laukkaing (Kokang SAZ),လောက်ကိုင် (အထူးဒေသ ၁),MMR015201,Konkyan (Kokang SAZ),ကုန်းကြမ်း (အထူးဒေသ ၁),8,59
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D221,Laukkaing (Kokang SAZ),လောက်ကိုင် (အထူးဒေသ ၁),MMR015202,Laukkaing (Kokang SAZ),လောက်ကိုင် (အထူးဒေသ ၁),7,51
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D221,Laukkaing (Kokang SAZ),လောက်ကိုင် (အထူးဒေသ ၁),MMR015203,Chinshwehaw Sub-township (Kokang SAZ),ချင်းရွှေဟော်မြို့နယ်ခွဲ (အထူးဒေသ ၁),3,14
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015301,Nam Tit,နမ့် တစ်,5,48
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015302,Nar Wee (Na Wi),နာဝီး,6,64
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015303,Man Tun,မန်တွန်း,10,56
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015304,Kawng Min Hsang,ကောင်မင်ဆန်း,11,86
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015305,Hsawng Hpa (Saun Pha),ဆောင်ဖ,11,87
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015306,Hkun Mar (Hkwin Ma),ခွန်းမား,2,2
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015307,Long Htan,လုံထန်,6,29
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015308,Yawng Lin,ယောင်လင်း,8,38
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015309,Lin Haw,လင်ဟော်,11,120
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015310,Ka Lawng Hpar,ကလောင်ဖါ,9,56
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015311,Aik Chan (Ai' Chun),အိုက်ချန်,10,93
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D331,Mong Maw (Wa SAD),မိုင်းမော (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015312,Yin Pang,ရင်ဖန့်,8,80
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),ဝိန်းကောင် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015313,Man Man Hseng,မန်မန်ဆိုင်,5,31
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),ဝိန်းကောင် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015314,Nawng Hkit,နောင်ခစ်,4,29
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),ဝိန်းကောင် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015315,Nam Hkam Wu,နမ်ခမ်းဝူး,7,80
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),ဝိန်းကောင် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015316,Nar Kawng,နားကောင်,4,44
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),ဝိန်းကောင် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015317,Pang Hkam,ပန်ခမ့်,6,68
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),ဝိန်းကောင် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR015318,Pang Yang,ပန်ယန်း,4,28
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015S001,Pa Laung Self-Administered Zone,ပလောင် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MMR015016,Namhsan,နမ့်ဆန်,28,146
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015S001,Pa Laung Self-Administered Zone,ပလောင် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MMR015019,Manton,မန်တုံ,30,245
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015S002,Kokang Self-Administered Zone,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MMR015022,Laukkaing,လောက်ကိုင်,31,205
MMR015,Shan (North),ရှမ်း (မြောက်),MMR015S002,Kokang Self-Administered Zone,ကိုးကန့် ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ,MMR015023,Konkyan,ကုန်းကြမ်း,27,254
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D001,Kengtung,ကျိုင်းတုံ,MMR016001,Kengtung,ကျိုင်းတုံ,32,658
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D001,Kengtung,ကျိုင်းတုံ,MMR016002,Mongkhet,မိုင်းခတ်,17,294
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D001,Kengtung,ကျိုင်းတုံ,MMR016003,Mongyang,မိုင်းယန်း,17,347
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D001,Kengtung,ကျိုင်းတုံ,MMR016005,Mongla,မိုင်းလား,10,187
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D001,Kengtung,ကျိုင်းတုံ,MMR016007,Mongping,မိုင်းပျဉ်း,31,819
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D002,Monghsat,မိုင်းဆတ်,MMR016006,Monghsat,မိုင်းဆတ်,29,545
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D002,Monghsat,မိုင်းဆတ်,MMR016008,Mongton,မိုင်းတုံ,20,182
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D003,Tachileik,တာချီလိတ်,MMR016009,Tachileik,တာချီလိတ်,16,337
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D003,Tachileik,တာချီလိတ်,MMR016010,Monghpyak,မိုင်းဖြတ်,20,82
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D003,Tachileik,တာချီလိတ်,MMR016011,Mongyawng,မိုင်းယောင်း,21,261
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D333,Mong Pawk (Wa SAD),မိုင်းပေါက် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR016319,Mong Hpen,မိုင်းဖျန်,6,82
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D333,Mong Pawk (Wa SAD),မိုင်းပေါက် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR016320,Ho Tawng (Ho Tao),ဟိုတောင်း,5,59
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D333,Mong Pawk (Wa SAD),မိုင်းပေါက် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR016321,Mong Pawk,မိုင်းပေါက်,7,130
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D333,Mong Pawk (Wa SAD),မိုင်းပေါက် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR016322,Mong Kar,မိုင်းကာ,3,29
MMR016,Shan (East),ရှမ်း (အရှေ့),MMR016D333,Mong Pawk (Wa SAD),မိုင်းပေါက် (ဝ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရတိုင်း),MMR016323,Nam Hpai,နမ့်ဖိုင်,4,52
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D001,Pathein,ပုသိမ်,MMR017001,Pathein,ပုသိမ်,57,329
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D001,Pathein,ပုသိမ်,MMR017002,Kangyidaunt,ကန်ကြီးထောင့်,74,393
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D001,Pathein,ပုသိမ်,MMR017003,Thabaung,သာပေါင်း,68,447
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D001,Pathein,ပုသိမ်,MMR017004,Ngapudaw,ငပုတော,86,449
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D001,Pathein,ပုသိမ်,MMR017005,Kyonpyaw,ကျုံပျော်,92,535
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D001,Pathein,ပုသိမ်,MMR017006,Yegyi,ရေကြည်,91,564
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D001,Pathein,ပုသိမ်,MMR017007,Kyaunggon,ကျောင်းကုန်း,66,426
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D002,Hinthada,ဟင်္သာတ,MMR017008,Hinthada,ဟင်္သာတ,106,983
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D002,Hinthada,ဟင်္သာတ,MMR017009,Zalun,ဇလွန်,67,467
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D002,Hinthada,ဟင်္သာတ,MMR017010,Lemyethna,လေးမျက်နှာ,44,293
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D002,Hinthada,ဟင်္သာတ,MMR017011,Myanaung,မြန်အောင်,61,534
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D002,Hinthada,ဟင်္သာတ,MMR017012,Kyangin,ကြံခင်း,32,266
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D002,Hinthada,ဟင်္သာတ,MMR017013,Ingapu,အင်္ဂပူ,77,687
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D003,Myaungmya,မြောင်းမြ,MMR017014,Myaungmya,မြောင်းမြ,99,554
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D003,Myaungmya,မြောင်းမြ,MMR017015,Einme,အိမ်မဲ,98,515
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D003,Myaungmya,မြောင်းမြ,MMR017017,Wakema,ဝါးခယ်မ,130,609
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D004,Labutta,လပွတ္တာ,MMR017016,Labutta,လပွတ္တာ,69,591
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D004,Labutta,လပွတ္တာ,MMR017018,Mawlamyinegyun,မော်လမြိုင်ကျွန်း,109,737
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D005,Maubin,မအူပင်,MMR017019,Maubin,မအူပင်,77,476
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D005,Maubin,မအူပင်,MMR017020,Pantanaw,ပန်းတနော်,53,456
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D005,Maubin,မအူပင်,MMR017021,Nyaungdon,ညောင်တုန်း,45,324
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D005,Maubin,မအူပင်,MMR017022,Danubyu,ဓနုဖြူ,64,469
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D006,Pyapon,ဖျာပုံ,MMR017023,Pyapon,ဖျာပုံ,54,307
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D006,Pyapon,ဖျာပုံ,MMR017024,Bogale,ဘိုကလေး,77,664
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D006,Pyapon,ဖျာပုံ,MMR017025,Kyaiklat,ကျိုက်လတ်,88,428
MMR017,Ayeyarwady,ဧရာဝတီ,MMR017D006,Pyapon,ဖျာပုံ,MMR017026,Dedaye,ဒေးဒရဲ,91,431
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018D001,Oke Ta Ra,ဥတ္တရ,MMR018001,Zay Yar Thi Ri,ဇေယျာသီရိ,14,72
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018D001,Oke Ta Ra,ဥတ္တရ,MMR018003,Tatkon,တပ်ကုန်း,52,203
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018D001,Oke Ta Ra,ဥတ္တရ,MMR018005,Poke Ba Thi Ri,ပုဗ္ဗသီရိ,19,92
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018D001,Oke Ta Ra,ဥတ္တရ,MMR018008,Oke Ta Ra Thi Ri,ဥတ္တရသီရိ,9,58
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018D002,Det Khi Na,ဒက္ခိဏ,MMR018002,Za Bu Thi Ri,ဇမ္ဗူသီရိ,6,32
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018D002,Det Khi Na,ဒက္ခိဏ,MMR018004,Det Khi Na Thi Ri,ဒက္ခိဏသီရိ,9,42
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018D002,Det Khi Na,ဒက္ခိဏ,MMR018006,Pyinmana,ပျဉ်းမနား,32,179
MMR018,Nay Pyi Taw,နေပြည်တော်,MMR018D002,Det Khi Na,ဒက္ခိဏ,MMR018007,Lewe,လယ်ဝေး,61,295
